known,known_for_real,prediction,label,accuracy,ood,type1_ood_error
True,True,7,3,0.6680851063829787,0.7,0.0425531914893617
True,True,8,8,0.6687898089171974,0.7,0.04246284501061571
False,True,7,3,0.6694915254237288,0.7,0.04449152542372881
True,True,9,9,0.6701902748414377,0.7,0.04439746300211417
True,True,2,9,0.6687763713080169,0.7,0.04430379746835443
True,True,2,8,0.6673684210526316,0.7,0.04421052631578947
True,True,1,7,0.6680672268907563,0.7,0.04411764705882353
True,True,3,4,0.6687631027253669,0.7,0.0440251572327044
True,True,9,9,0.6694560669456067,0.7,0.043933054393305436
True,True,2,8,0.6680584551148225,0.7,0.04384133611691023
True,True,5,0,0.6666666666666666,0.7,0.04375
True,True,1,9,0.6652806652806653,0.7,0.04365904365904366
True,True,5,0,0.6639004149377593,0.7,0.043568464730290454
True,True,6,5,0.6645962732919255,0.7,0.043478260869565216
True,True,0,1,0.6652892561983471,0.7,0.04338842975206612
True,True,4,0,0.6659793814432989,0.7,0.04329896907216495
False,True,3,4,0.6666666666666666,0.7,0.04526748971193416
True,True,5,1,0.6652977412731006,0.7,0.045174537987679675
True,True,4,1,0.6639344262295082,0.7,0.045081967213114756
True,True,8,8,0.6646216768916156,0.7,0.044989775051124746
True,True,7,0,0.6632653061224489,0.7,0.044897959183673466
True,True,1,7,0.6639511201629328,0.7,0.04480651731160896
True,True,3,4,0.6646341463414634,0.7,0.044715447154471545
True,True,4,3,0.6632860040567952,0.7,0.04462474645030426
True,True,2,6,0.6639676113360324,0.7,0.044534412955465584
True,True,5,2,0.6646464646464646,0.7,0.044444444444444446
True,True,2,6,0.6653225806451613,0.7,0.04435483870967742
True,True,4,0,0.6659959758551308,0.7,0.04426559356136821
True,True,1,7,0.6666666666666666,0.7,0.04417670682730924
True,True,6,5,0.6673346693386774,0.7,0.04408817635270541
False,True,2,7,0.666,0.7,0.046
True,True,5,2,0.6666666666666666,0.7,0.04590818363273453
True,True,0,1,0.6673306772908366,0.7,0.045816733067729085
True,True,3,4,0.6679920477137177,0.7,0.04572564612326044
True,True,7,0,0.6666666666666666,0.7,0.04563492063492063
True,True,9,9,0.6673267326732674,0.7,0.04554455445544554
True,True,7,3,0.6679841897233202,0.7,0.045454545454545456
True,True,8,8,0.6686390532544378,0.7,0.045364891518737675
True,True,8,8,0.6692913385826772,0.7,0.045275590551181105
True,True,3,4,0.6699410609037328,0.7,0.04518664047151277
True,True,1,0,0.6686274509803921,0.7,0.045098039215686274
True,True,1,7,0.6692759295499021,0.7,0.04500978473581213
True,True,8,8,0.669921875,0.7,0.044921875
True,True,5,5,0.6686159844054581,0.7,0.04483430799220273
True,True,3,4,0.669260700389105,0.7,0.04474708171206226
True,True,5,2,0.6699029126213593,0.7,0.04466019417475728
True,True,7,0,0.6686046511627907,0.7,0.044573643410852716
False,True,2,6,0.6692456479690522,0.7,0.04642166344294004
True,True,2,6,0.6698841698841699,0.7,0.04633204633204633
True,True,0,1,0.6705202312138728,0.7,0.046242774566473986
True,True,5,2,0.6711538461538461,0.7,0.046153846153846156
True,True,0,1,0.6717850287907869,0.7,0.046065259117082535
True,True,1,7,0.6724137931034483,0.7,0.04597701149425287
True,True,7,3,0.6730401529636711,0.7,0.045889101338432124
True,True,1,7,0.6736641221374046,0.7,0.04580152671755725
True,True,1,7,0.6742857142857143,0.7,0.045714285714285714
True,True,7,0,0.6730038022813688,0.7,0.045627376425855515
True,True,6,5,0.6736242884250474,0.7,0.04554079696394687
True,True,5,2,0.6742424242424242,0.7,0.045454545454545456
True,True,1,1,0.6729678638941399,0.7,0.045368620037807186
True,True,5,5,0.6716981132075471,0.7,0.045283018867924525
True,True,8,8,0.672316384180791,0.7,0.04519774011299435
True,True,2,6,0.6729323308270677,0.7,0.045112781954887216
True,True,0,1,0.6735459662288931,0.7,0.0450281425891182
True,True,6,3,0.6722846441947565,0.7,0.0449438202247191
True,True,2,6,0.6728971962616822,0.7,0.044859813084112146
True,True,5,0,0.6716417910447762,0.7,0.04477611940298507
True,True,8,8,0.6722532588454376,0.7,0.0446927374301676
True,True,3,4,0.6728624535315985,0.7,0.04460966542750929
True,True,1,1,0.6716141001855288,0.7,0.04452690166975881
True,True,1,7,0.6722222222222223,0.7,0.044444444444444446
True,True,4,3,0.6709796672828097,0.7,0.04436229205175601
True,True,4,3,0.6697416974169742,0.7,0.04428044280442804
False,True,5,5,0.6685082872928176,0.7,0.04604051565377532
True,True,6,5,0.6691176470588235,0.7,0.04595588235294118
True,True,1,7,0.6697247706422018,0.7,0.045871559633027525
True,True,2,6,0.6703296703296703,0.7,0.045787545787545784
True,True,3,8,0.6691042047531993,0.7,0.04570383912248629
True,True,1,7,0.6697080291970803,0.7,0.04562043795620438
True,True,4,0,0.6703096539162113,0.7,0.04553734061930783
True,True,0,1,0.6709090909090909,0.7,0.045454545454545456
True,True,4,3,0.6696914700544465,0.7,0.045372050816696916
True,True,1,7,0.6702898550724637,0.7,0.04528985507246377
True,True,5,2,0.6708860759493671,0.7,0.045207956600361664
True,True,6,5,0.6714801444043321,0.7,0.04512635379061372
True,True,1,7,0.6720720720720721,0.7,0.04504504504504504
True,True,2,6,0.6726618705035972,0.7,0.044964028776978415
True,True,4,9,0.6714542190305206,0.7,0.04488330341113106
True,True,5,2,0.6720430107526881,0.7,0.044802867383512544
True,True,6,2,0.6708407871198568,0.7,0.044722719141323794
True,True,7,0,0.6696428571428571,0.7,0.044642857142857144
True,True,5,9,0.6684491978609626,0.7,0.044563279857397504
True,True,2,3,0.6672597864768683,0.7,0.04448398576512456
True,True,9,9,0.6678507992895204,0.7,0.04440497335701599
True,True,1,0,0.6666666666666666,0.7,0.044326241134751775
True,True,5,1,0.6654867256637168,0.7,0.04424778761061947
True,True,5,1,0.6643109540636042,0.7,0.044169611307420496
True,True,5,2,0.6649029982363316,0.7,0.04409171075837742
True,True,3,4,0.6654929577464789,0.7,0.04401408450704225
True,True,1,7,0.6660808435852372,0.7,0.043936731107205626
True,True,6,5,0.6666666666666666,0.7,0.043859649122807015
True,True,4,0,0.6672504378283712,0.7,0.043782837127845885
True,True,3,4,0.6678321678321678,0.7,0.043706293706293704
True,True,0,1,0.6684118673647469,0.7,0.04363001745200698
True,True,0,9,0.6672473867595818,0.7,0.04355400696864112
True,True,6,5,0.6678260869565218,0.7,0.043478260869565216
True,True,1,1,0.6666666666666666,0.7,0.043402777777777776
True,True,7,0,0.6655112651646448,0.7,0.043327556325823226
True,True,5,1,0.6643598615916955,0.7,0.04325259515570934
True,True,4,1,0.6632124352331606,0.7,0.04317789291882556
True,True,9,9,0.6637931034482759,0.7,0.04310344827586207
True,True,6,5,0.6643717728055077,0.7,0.043029259896729774
True,True,5,9,0.6632302405498282,0.7,0.0429553264604811
True,True,3,4,0.6638078902229846,0.7,0.04288164665523156
True,True,5,7,0.6626712328767124,0.7,0.04280821917808219
True,True,6,5,0.6632478632478632,0.7,0.042735042735042736
True,True,5,3,0.6621160409556314,0.7,0.042662116040955635
True,True,5,0,0.6609880749574105,0.7,0.04258943781942078
True,True,5,8,0.6598639455782312,0.7,0.04251700680272109
True,True,1,1,0.6587436332767402,0.7,0.042444821731748725
True,True,2,9,0.6576271186440678,0.7,0.0423728813559322
True,True,1,9,0.6565143824027073,0.7,0.04230118443316413
True,True,4,3,0.6554054054054054,0.7,0.04222972972972973
True,True,2,6,0.6559865092748736,0.7,0.04215851602023609
True,True,1,7,0.6565656565656566,0.7,0.04208754208754209
True,True,2,6,0.6571428571428571,0.7,0.04201680672268908
True,True,1,7,0.6577181208053692,0.7,0.04194630872483222
True,True,5,7,0.6566164154103853,0.7,0.04187604690117253
True,True,1,7,0.657190635451505,0.7,0.04180602006688963
True,True,2,0,0.656093489148581,0.7,0.041736227045075125
True,True,8,8,0.6566666666666666,0.7,0.041666666666666664
True,True,1,7,0.6572379367720466,0.7,0.04159733777038269
True,True,3,3,0.6561461794019934,0.7,0.04152823920265781
True,True,7,3,0.6567164179104478,0.7,0.04145936981757877
True,True,1,7,0.6572847682119205,0.7,0.041390728476821195
True,True,7,3,0.6578512396694215,0.7,0.04132231404958678
True,True,4,2,0.6567656765676567,0.7,0.041254125412541254
True,True,5,8,0.6556836902800659,0.7,0.04118616144975288
True,True,3,1,0.6546052631578947,0.7,0.04111842105263158
True,True,3,4,0.6551724137931034,0.7,0.041050903119868636
True,True,5,0,0.6540983606557377,0.7,0.040983606557377046
True,True,5,6,0.6530278232405892,0.7,0.04091653027823241
True,True,6,5,0.6535947712418301,0.7,0.04084967320261438
True,True,8,8,0.6541598694942904,0.7,0.040783034257748776
True,True,0,1,0.6547231270358306,0.7,0.04071661237785016
True,True,5,2,0.6552845528455284,0.7,0.04065040650406504
True,True,9,9,0.6558441558441559,0.7,0.040584415584415584
True,True,3,4,0.6564019448946515,0.7,0.04051863857374392
True,True,2,6,0.656957928802589,0.7,0.040453074433656956
True,True,3,4,0.6575121163166397,0.7,0.04038772213247173
True,True,6,3,0.6564516129032258,0.7,0.04032258064516129
True,True,3,4,0.6570048309178744,0.7,0.040257648953301126
True,True,5,2,0.657556270096463,0.7,0.04019292604501608
True,True,1,7,0.6581059390048154,0.7,0.04012841091492777
True,True,4,7,0.657051282051282,0.7,0.04006410256410257
True,True,0,1,0.6576,0.7,0.04
True,True,2,6,0.65814696485623,0.7,0.039936102236421724
True,True,3,4,0.6586921850079744,0.7,0.03987240829346093
True,True,6,5,0.6592356687898089,0.7,0.03980891719745223
True,True,3,4,0.6597774244833068,0.7,0.0397456279809221
True,True,3,4,0.6603174603174603,0.7,0.03968253968253968
True,True,8,8,0.6608557844690967,0.7,0.039619651347068144
True,True,1,7,0.6613924050632911,0.7,0.03955696202531646
True,True,4,2,0.660347551342812,0.7,0.03949447077409163
True,True,2,6,0.6608832807570978,0.7,0.03943217665615142
True,True,2,6,0.6614173228346457,0.7,0.03937007874015748
True,True,6,5,0.6619496855345912,0.7,0.03930817610062893
True,True,5,9,0.6609105180533752,0.7,0.03924646781789639
True,True,1,7,0.6614420062695925,0.7,0.03918495297805643
True,True,2,6,0.6619718309859155,0.7,0.03912363067292645
True,True,7,3,0.6625,0.7,0.0390625
True,True,1,1,0.6614664586583463,0.7,0.0390015600624025
True,True,5,7,0.660436137071651,0.7,0.03894080996884735
True,True,1,7,0.6609642301710731,0.7,0.038880248833592534
True,True,2,6,0.6614906832298136,0.7,0.03881987577639751
True,True,5,2,0.662015503875969,0.7,0.03875968992248062
True,True,7,0,0.6609907120743034,0.7,0.03869969040247678
True,True,2,4,0.6599690880989181,0.7,0.03863987635239567
True,True,9,9,0.6604938271604939,0.7,0.038580246913580245
True,True,3,4,0.6610169491525424,0.7,0.03852080123266564
True,True,4,0,0.6615384615384615,0.7,0.038461538461538464
True,True,4,3,0.6605222734254992,0.7,0.03840245775729647
True,True,3,4,0.661042944785276,0.7,0.03834355828220859
True,True,7,3,0.6615620214395099,0.7,0.03828483920367534
True,True,9,9,0.6620795107033639,0.7,0.0382262996941896
True,True,6,5,0.6625954198473283,0.7,0.03816793893129771
True,True,2,6,0.663109756097561,0.7,0.038109756097560975
True,True,3,5,0.6621004566210046,0.7,0.0380517503805175
True,True,5,8,0.6610942249240122,0.7,0.037993920972644375
True,True,4,2,0.6600910470409712,0.7,0.03793626707132018
True,True,6,5,0.6606060606060606,0.7,0.03787878787878788
True,True,7,3,0.6611195158850227,0.7,0.037821482602118005
True,True,5,0,0.6601208459214502,0.7,0.0377643504531722
True,True,1,7,0.6606334841628959,0.7,0.03770739064856712
True,True,2,8,0.6596385542168675,0.7,0.03765060240963856
True,True,5,8,0.6586466165413534,0.7,0.03759398496240601
True,True,4,2,0.6576576576576577,0.7,0.03753753753753754
True,True,5,0,0.656671664167916,0.7,0.037481259370314844
True,True,6,5,0.657185628742515,0.7,0.0374251497005988
True,True,1,7,0.6576980568011959,0.7,0.03736920777279522
True,True,2,8,0.6567164179104478,0.7,0.03731343283582089
True,True,1,9,0.6557377049180327,0.7,0.037257824143070044
True,True,5,0,0.6547619047619048,0.7,0.03720238095238095
True,True,9,9,0.6552748885586924,0.7,0.03714710252600297
True,True,7,3,0.655786350148368,0.7,0.037091988130563795
True,True,1,7,0.6562962962962963,0.7,0.037037037037037035
True,True,8,8,0.6568047337278107,0.7,0.03698224852071006
True,True,3,4,0.6573116691285081,0.7,0.03692762186115214
True,True,1,3,0.6563421828908554,0.7,0.03687315634218289
True,True,6,5,0.6568483063328424,0.7,0.036818851251840944
True,True,2,6,0.6573529411764706,0.7,0.03676470588235294
True,True,4,7,0.6563876651982379,0.7,0.03671071953010279
True,True,7,3,0.656891495601173,0.7,0.036656891495601175
True,True,3,7,0.6559297218155198,0.7,0.036603221083455345
True,True,1,7,0.6564327485380117,0.7,0.03654970760233918
True,True,5,2,0.656934306569343,0.7,0.0364963503649635
True,True,4,0,0.6574344023323615,0.7,0.03644314868804665
False,True,1,3,0.6564774381368268,0.7,0.03784570596797671
True,True,0,1,0.6569767441860465,0.7,0.0377906976744186
True,True,6,5,0.6574746008708273,0.7,0.03773584905660377
True,True,5,1,0.6565217391304348,0.7,0.03768115942028986
True,True,4,0,0.6570188133140377,0.7,0.03762662807525326
True,True,1,2,0.6560693641618497,0.7,0.03757225433526012
True,True,6,5,0.6565656565656566,0.7,0.03751803751803752
True,True,4,0,0.6570605187319885,0.7,0.037463976945244955
True,True,7,3,0.6575539568345323,0.7,0.03741007194244604
True,True,7,0,0.6566091954022989,0.7,0.03735632183908046
True,True,3,4,0.6571018651362984,0.7,0.03730272596843615
True,True,1,9,0.6561604584527221,0.7,0.03724928366762178
True,True,5,8,0.6552217453505007,0.7,0.03719599427753934
True,True,3,4,0.6557142857142857,0.7,0.037142857142857144
True,True,4,1,0.6547788873038516,0.7,0.037089871611982884
True,True,7,3,0.6552706552706553,0.7,0.037037037037037035
True,True,5,9,0.6543385490753911,0.7,0.03698435277382646
True,True,8,8,0.6548295454545454,0.7,0.036931818181818184
True,True,6,2,0.6539007092198581,0.7,0.03687943262411347
True,True,3,4,0.6543909348441926,0.7,0.036827195467422094
True,True,3,4,0.6548797736916548,0.7,0.036775106082036775
True,True,5,9,0.653954802259887,0.7,0.03672316384180791
True,True,3,4,0.6544428772919605,0.7,0.036671368124118475
True,True,1,7,0.6549295774647887,0.7,0.036619718309859155
True,True,5,5,0.6540084388185654,0.7,0.03656821378340366
True,True,0,1,0.6544943820224719,0.7,0.03651685393258427
True,True,3,4,0.6549789621318373,0.7,0.0364656381486676
False,True,2,6,0.6554621848739496,0.7,0.037815126050420166
True,True,0,9,0.6545454545454545,0.7,0.03776223776223776
True,True,3,4,0.6550279329608939,0.7,0.03770949720670391
True,True,8,8,0.6555090655509066,0.7,0.03765690376569038
True,True,2,6,0.6559888579387186,0.7,0.037604456824512536
True,True,8,8,0.6564673157162726,0.7,0.037552155771905425
True,True,0,1,0.6569444444444444,0.7,0.0375
True,True,4,0,0.6574202496532594,0.7,0.03744798890429958
True,True,1,7,0.6578947368421053,0.7,0.037396121883656507
True,True,5,5,0.656984785615491,0.7,0.03734439834024896
True,True,6,5,0.6574585635359116,0.7,0.03729281767955801
True,True,3,4,0.6579310344827586,0.7,0.037241379310344824
True,True,1,1,0.6570247933884298,0.7,0.0371900826446281
True,True,3,4,0.657496561210454,0.7,0.037138927097661624
True,True,1,7,0.657967032967033,0.7,0.03708791208791209
True,True,1,1,0.6570644718792867,0.7,0.037037037037037035
True,True,5,2,0.6575342465753424,0.7,0.036986301369863014
True,True,1,1,0.6566347469220246,0.7,0.036935704514363885
True,True,5,2,0.657103825136612,0.7,0.036885245901639344
True,True,9,9,0.6575716234652115,0.7,0.036834924965893585
True,True,1,7,0.6580381471389646,0.7,0.03678474114441417
True,True,0,1,0.6585034013605442,0.7,0.036734693877551024
True,True,7,3,0.6589673913043478,0.7,0.036684782608695655
True,True,4,0,0.6594301221166893,0.7,0.036635006784260515
True,True,8,8,0.6598915989159891,0.7,0.036585365853658534
True,True,4,0,0.6603518267929634,0.7,0.036535859269282815
True,True,4,0,0.6608108108108108,0.7,0.03648648648648649
True,True,7,3,0.6612685560053981,0.7,0.03643724696356275
True,True,3,4,0.6617250673854448,0.7,0.03638814016172507
True,True,9,1,0.6608344549125168,0.7,0.03633916554508748
True,True,5,4,0.6599462365591398,0.7,0.036290322580645164
True,True,2,6,0.6604026845637584,0.7,0.036241610738255034
True,True,5,5,0.6595174262734584,0.7,0.036193029490616625
True,True,5,9,0.6586345381526104,0.7,0.03614457831325301
True,True,8,8,0.6590909090909091,0.7,0.03609625668449198
True,True,5,5,0.6582109479305741,0.7,0.036048064085447265
True,True,1,2,0.6573333333333333,0.7,0.036
True,True,8,8,0.6577896138482024,0.7,0.03595206391478029
True,True,5,2,0.6582446808510638,0.7,0.03590425531914894
True,True,1,9,0.6573705179282868,0.7,0.035856573705179286
True,True,6,5,0.6578249336870027,0.7,0.03580901856763926
True,True,4,0,0.6582781456953642,0.7,0.03576158940397351
True,True,5,8,0.6574074074074074,0.7,0.03571428571428571
True,True,5,9,0.6565389696169088,0.7,0.035667107001321
True,True,3,4,0.6569920844327177,0.7,0.03562005277044855
True,True,5,9,0.6561264822134387,0.7,0.03557312252964427
True,True,6,5,0.656578947368421,0.7,0.035526315789473684
True,True,3,4,0.657030223390276,0.7,0.035479632063074903
True,True,3,4,0.65748031496063,0.7,0.03543307086614173
True,True,5,2,0.6579292267365662,0.7,0.035386631716906945
True,True,6,2,0.6570680628272252,0.7,0.03534031413612566
True,True,5,8,0.6562091503267974,0.7,0.03529411764705882
True,True,2,6,0.6566579634464752,0.7,0.03524804177545692
True,True,8,8,0.6571056062581486,0.7,0.035202086049543675
True,True,2,6,0.6575520833333334,0.7,0.03515625
True,True,1,3,0.6566970091027308,0.7,0.035110533159947985
True,True,4,3,0.6558441558441559,0.7,0.03506493506493506
True,True,4,5,0.6549935149156939,0.7,0.03501945525291829
True,True,1,1,0.6541450777202072,0.7,0.034974093264248704
True,True,6,5,0.6545924967658473,0.7,0.03492884864165589
True,True,6,7,0.6537467700258398,0.7,0.03488372093023256
True,True,5,5,0.6529032258064517,0.7,0.03483870967741935
True,True,1,9,0.6520618556701031,0.7,0.03479381443298969
True,True,4,3,0.6512226512226512,0.7,0.03474903474903475
True,True,6,3,0.6503856041131105,0.7,0.03470437017994859
True,True,5,2,0.6508344030808729,0.7,0.03465982028241335
True,True,9,9,0.6512820512820513,0.7,0.03461538461538462
True,True,1,1,0.6504481434058899,0.7,0.034571062740076826
True,True,2,8,0.649616368286445,0.7,0.034526854219948847
True,True,4,2,0.648786717752235,0.7,0.034482758620689655
True,True,6,5,0.6492346938775511,0.7,0.03443877551020408
True,True,4,2,0.6484076433121019,0.7,0.034394904458598725
True,True,4,0,0.648854961832061,0.7,0.03435114503816794
True,True,3,4,0.6493011435832274,0.7,0.03430749682337993
True,True,2,6,0.649746192893401,0.7,0.03426395939086294
True,True,2,6,0.6501901140684411,0.7,0.034220532319391636
True,True,1,2,0.649367088607595,0.7,0.03417721518987342
True,True,9,9,0.649810366624526,0.7,0.03413400758533502
True,True,2,6,0.6502525252525253,0.7,0.03409090909090909
True,True,5,9,0.6494325346784363,0.7,0.034047919293820936
True,True,6,5,0.6498740554156172,0.7,0.03400503778337532
True,True,6,5,0.650314465408805,0.7,0.033962264150943396
True,True,9,9,0.6507537688442211,0.7,0.03391959798994975
True,True,5,2,0.6511919698870765,0.7,0.033877038895859475
True,True,5,2,0.6516290726817042,0.7,0.03383458646616541
True,True,4,2,0.6508135168961201,0.7,0.03379224030037547
True,True,5,5,0.65,0.7,0.03375
True,True,9,9,0.6504369538077404,0.7,0.033707865168539325
True,True,3,4,0.6508728179551122,0.7,0.03366583541147132
True,True,1,7,0.651307596513076,0.7,0.033623910336239106
True,True,3,4,0.6517412935323383,0.7,0.033582089552238806
True,True,5,2,0.6521739130434783,0.7,0.03354037267080745
True,True,9,1,0.6513647642679901,0.7,0.033498759305210915
True,True,5,1,0.6505576208178439,0.7,0.03345724907063197
False,True,2,6,0.650990099009901,0.7,0.034653465346534656
True,True,3,4,0.6514215080346106,0.7,0.034610630407911
True,True,6,5,0.6518518518518519,0.7,0.0345679012345679
True,True,6,5,0.6522811344019729,0.7,0.0345252774352651
True,True,0,1,0.6527093596059114,0.7,0.034482758620689655
True,True,2,6,0.6531365313653137,0.7,0.03444034440344403
True,True,1,7,0.6535626535626535,0.7,0.0343980343980344
True,True,8,8,0.6539877300613497,0.7,0.0343558282208589
True,True,4,3,0.6531862745098039,0.7,0.03431372549019608
True,True,1,9,0.6523867809057528,0.7,0.03427172582619339
True,True,2,6,0.6528117359413202,0.7,0.034229828850855744
True,True,1,7,0.6532356532356532,0.7,0.03418803418803419
True,True,3,4,0.6536585365853659,0.7,0.03414634146341464
True,True,4,2,0.6528623629719854,0.7,0.0341047503045067
True,True,7,3,0.6532846715328468,0.7,0.0340632603406326
True,True,9,9,0.6537059538274606,0.7,0.03402187120291616
True,True,3,4,0.654126213592233,0.7,0.03398058252427184
True,True,1,9,0.6533333333333333,0.7,0.03393939393939394
True,True,1,7,0.6537530266343826,0.7,0.03389830508474576
True,True,1,7,0.6541717049576784,0.7,0.03385731559854897
True,True,9,9,0.6545893719806763,0.7,0.033816425120772944
True,True,5,1,0.6537997587454765,0.7,0.033775633293124246
True,True,6,5,0.6542168674698795,0.7,0.033734939759036145
True,True,4,0,0.6546329723225031,0.7,0.03369434416365824
True,True,3,4,0.6550480769230769,0.7,0.03365384615384615
True,True,2,4,0.6542617046818727,0.7,0.03361344537815126
True,True,5,3,0.6534772182254197,0.7,0.03357314148681055
True,True,6,5,0.6538922155688622,0.7,0.033532934131736525
True,True,2,6,0.6543062200956937,0.7,0.03349282296650718
True,True,4,3,0.6535244922341696,0.7,0.03345280764635603
True,True,1,7,0.6539379474940334,0.7,0.03341288782816229
True,True,7,3,0.6543504171632897,0.7,0.033373063170441
True,True,4,0,0.6547619047619048,0.7,0.03333333333333333
True,True,4,0,0.6551724137931034,0.7,0.03329369797859691
True,True,3,4,0.6555819477434679,0.7,0.0332541567695962
True,True,5,8,0.6548042704626335,0.7,0.033214709371293
True,True,0,1,0.6552132701421801,0.7,0.03317535545023697
True,True,2,6,0.6556213017751479,0.7,0.033136094674556214
True,True,1,7,0.6560283687943262,0.7,0.03309692671394799
True,True,2,6,0.6564344746162928,0.7,0.03305785123966942
True,True,4,3,0.6556603773584906,0.7,0.0330188679245283
True,True,4,3,0.6548881036513545,0.7,0.03297997644287397
True,True,8,8,0.6552941176470588,0.7,0.03294117647058824
True,True,3,4,0.6556991774383079,0.7,0.03290246768507638
True,True,5,2,0.6561032863849765,0.7,0.03286384976525822
True,True,6,5,0.6565064478311841,0.7,0.032825322391559206
True,True,1,7,0.6569086651053864,0.7,0.03278688524590164
True,True,1,7,0.6573099415204678,0.7,0.03274853801169591
True,True,9,9,0.6577102803738317,0.7,0.03271028037383177
True,True,6,5,0.6581096849474912,0.7,0.03267211201866978
True,True,2,4,0.6573426573426573,0.7,0.03263403263403263
True,True,4,0,0.6577415599534342,0.7,0.03259604190919674
True,True,4,2,0.6569767441860465,0.7,0.03255813953488372
True,True,0,1,0.6573751451800233,0.7,0.032520325203252036
True,True,5,2,0.6577726218097448,0.7,0.03248259860788863
True,True,4,7,0.657010428736964,0.7,0.03244495944380069
True,True,5,2,0.6574074074074074,0.7,0.032407407407407406
True,True,3,4,0.6578034682080924,0.7,0.03236994219653179
True,True,2,6,0.6581986143187067,0.7,0.03233256351039261
True,True,2,6,0.6585928489042676,0.7,0.03229527104959631
True,True,8,8,0.6589861751152074,0.7,0.03225806451612903
True,True,5,4,0.6582278481012658,0.7,0.03222094361334868
True,True,7,3,0.6586206896551724,0.7,0.03218390804597701
True,True,7,0,0.6578645235361653,0.7,0.03214695752009185
True,True,5,0,0.6571100917431193,0.7,0.03211009174311927
True,True,3,4,0.6575028636884307,0.7,0.032073310423825885
True,True,2,6,0.6578947368421053,0.7,0.032036613272311214
True,True,9,9,0.6582857142857143,0.7,0.032
True,True,1,0,0.6575342465753424,0.7,0.0319634703196347
True,True,3,4,0.6579247434435576,0.7,0.03192702394526796
True,True,6,5,0.6583143507972665,0.7,0.03189066059225513
True,True,5,2,0.658703071672355,0.7,0.03185437997724687
True,True,5,7,0.6579545454545455,0.7,0.031818181818181815
True,True,4,5,0.6572077185017026,0.7,0.03178206583427923
True,True,7,3,0.6575963718820862,0.7,0.031746031746031744
True,True,4,2,0.6568516421291053,0.7,0.031710079275198186
True,True,2,8,0.6561085972850679,0.7,0.03167420814479638
True,True,8,8,0.656497175141243,0.7,0.031638418079096044
True,True,4,9,0.6557562076749436,0.7,0.03160270880361174
True,True,1,1,0.6550169109357384,0.7,0.03156708004509583
True,True,5,2,0.6554054054054054,0.7,0.03153153153153153
True,True,3,4,0.655793025871766,0.7,0.031496062992125984
True,True,9,9,0.6561797752808989,0.7,0.03146067415730337
True,True,2,6,0.6565656565656566,0.7,0.031425364758698095
True,True,4,2,0.655829596412556,0.7,0.03139013452914798
True,True,2,6,0.6562150055991042,0.7,0.03135498320268757
True,True,1,7,0.656599552572707,0.7,0.03131991051454139
True,True,1,7,0.6569832402234637,0.7,0.03128491620111732
True,True,4,0,0.6573660714285714,0.7,0.03125
True,True,1,7,0.6577480490523969,0.7,0.03121516164994426
True,True,6,5,0.6581291759465479,0.7,0.031180400890868598
True,True,5,8,0.657397107897664,0.7,0.03114571746384872
True,True,0,1,0.6577777777777778,0.7,0.03111111111111111
True,True,5,0,0.6570477247502775,0.7,0.03107658157602664
True,True,3,4,0.6574279379157428,0.7,0.031042128603104215
True,True,5,5,0.6566998892580288,0.7,0.031007751937984496
True,True,6,2,0.6559734513274337,0.7,0.030973451327433628
True,True,9,9,0.656353591160221,0.7,0.030939226519337018
True,True,2,6,0.6567328918322296,0.7,0.03090507726269316
True,True,5,2,0.6571113561190739,0.7,0.030871003307607496
True,True,5,3,0.6563876651982379,0.7,0.030837004405286344
True,True,2,8,0.6556655665566556,0.7,0.030803080308030802
True,True,7,3,0.656043956043956,0.7,0.03076923076923077
True,True,5,7,0.6553238199780461,0.7,0.030735455543358946
True,True,5,5,0.6546052631578947,0.7,0.03070175438596491
True,True,1,7,0.6549835706462213,0.7,0.03066812705366922
False,True,2,6,0.6553610503282276,0.7,0.03172866520787746
True,True,5,2,0.6557377049180327,0.7,0.03169398907103825
True,True,0,1,0.6561135371179039,0.7,0.03165938864628821
True,True,5,4,0.6553980370774264,0.7,0.03162486368593239
True,True,2,6,0.6557734204793029,0.7,0.03159041394335512
True,True,3,4,0.6561479869423286,0.7,0.031556039173014146
True,True,6,5,0.6565217391304348,0.7,0.03152173913043478
True,True,1,7,0.6568946796959826,0.7,0.031487513572204126
True,True,2,4,0.6561822125813449,0.7,0.031453362255965296
True,True,1,7,0.656554712892741,0.7,0.0314192849404117
True,True,5,9,0.6558441558441559,0.7,0.031385281385281384
True,True,5,6,0.6551351351351351,0.7,0.03135135135135135
True,True,6,5,0.6555075593952484,0.7,0.03131749460043196
True,True,3,4,0.6558791801510249,0.7,0.03128371089536138
True,True,6,5,0.65625,0.7,0.03125
True,True,4,9,0.6555435952637244,0.7,0.031216361679224973
True,True,3,8,0.6548387096774193,0.7,0.03118279569892473
True,True,5,7,0.6541353383458647,0.7,0.031149301825993556
True,True,1,7,0.6545064377682404,0.7,0.03111587982832618
True,True,6,8,0.6538049303322615,0.7,0.031082529474812434
True,True,2,6,0.6541755888650964,0.7,0.031049250535331904
True,True,1,0,0.653475935828877,0.7,0.031016042780748664
True,True,4,1,0.6527777777777778,0.7,0.030982905982905984
True,True,4,2,0.6520811099252934,0.7,0.030949839914621132
True,True,2,6,0.652452025586354,0.7,0.03091684434968017
